#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
25.35,49,593.090955
-4.7,26,593.118155
33.9,61,593.186471
66.6,70,593.256206
21.2,55,593.314999
39.15,56,593.373661
53.5,55,593.433583
1.6,49,593.487267
30.25,70,593.564627
16.7,43,593.611905
12.75,55,593.672756
30.75,70,593.751881
68.75,65,593.819489
33.2,68,593.888642
5.55,57,593.94887
11.3,57,594.009527
8.4,51,594.062972
39.2,68,594.13562
-3.1,26,595.320254
32.05,62,595.389418
65.1,69,595.460948
38.15,39,595.506149
8.5,51,595.558718
9.55,57,595.618297
40.25,65,595.968115
-9.05,3,595.972065
53.25,55,596.031707
20.5,50,596.083559
26.0,50,596.13726
45.95,68,596.211549
28.55,57,596.27375
29.95,54,596.331993
8.4,51,596.385363
49.5,55,596.444878
11.25,57,596.504915
27.8,37,596.545351
65.2,68,596.617935
17.75,70,596.690935
-9.05,3,596.694789
6.55,52,596.750275
17.5,70,596.822274
23.6,69,596.890826
0.15,51,596.94258
32.15,56,597.000667
39.55,57,597.060216
13.25,56,597.119668
3.55,52,597.175783
25.3,57,597.232759
35.0,77,597.313146
71.25,65,597.384848
31.95,15,597.400649
7.65,57,597.459294
36.5,40,597.50407
7.1,49,597.55771
47.1,51,597.611996
21.55,57,597.672554
55.85,69,597.745438
36.95,70,597.81621
36.35,52,597.86681
24.0,70,597.937211
14.75,54,597.993087
27.55,37,598.029881
67.95,65,598.384665
38.2,53,598.444682
9.4,56,598.507093
17.75,70,598.584603
20.8,77,598.66976
29.0,70,598.746791
20.35,69,598.81983
-3.55,43,598.864061
24.65,56,598.919167
21.75,55,598.974828
5.2,54,599.032078
-1.25,55,599.090505
18.55,52,599.149692
28.9,51,599.206442
40.0,65,599.277166
56.5,55,599.339564
32.9,51,599.398895
9.35,51,599.453418
30.85,55,599.515316
16.55,22,599.540021
21.8,57,599.607758
48.15,71,599.683628
-0.5,50,599.736476
23.45,43,599.781486
39.1,69,599.849936
42.75,70,599.921166
19.05,57,599.98399
-28.1,16,600.001621
19.35,69,600.073532
26.1,54,600.133843
30.25,70,600.211572
1.6,49,600.26352
37.25,57,600.323795
-3.3,43,600.369507
39.85,64,600.440268
87.75,65,600.509595
4.4,56,600.568984
12.9,61,600.911115
67.0,65,600.983083
57.9,53,601.043932
10.15,51,601.099699
6.65,56,601.163352
86.5,70,601.236371
27.85,49,601.290264
21.6,49,601.341928
18.5,70,601.422087
62.35,59,601.488553
1.65,56,601.546471
47.75,70,601.620348
-9.05,3,601.624217
4.3,57,601.686334
7.6,51,601.737974
10.25,70,601.811512
7.4,56,601.868436
31.5,70,601.942575
6.0,55,602.005835
74.6,69,602.07994
-6.1,17,602.098767
27.4,71,602.17487
2.1,49,602.22664
4.9,56,602.283153
17.15,62,602.349635
38.55,57,602.409802
26.3,68,602.47945
85.75,70,602.554233
54.0,55,602.612443
36.2,70,602.684226
7.75,55,602.742447
39.5,65,602.806575
46.1,65,602.87311
17.0,70,602.943699
55.85,69,603.014111
40.6,64,603.368462
-3.05,43,603.415715
28.15,71,603.496964
6.5,57,603.559085
3.05,52,603.616765
34.95,63,603.686182
13.95,22,603.710307
-8.85,17,603.729085
5.8,27,603.75759
28.25,51,603.812613
10.5,57,603.871696
46.75,65,603.936895
21.8,57,603.998534
9.35,62,604.062389
1.45,49,604.115205
6.9,56,604.174232
28.9,61,604.243201
21.1,49,604.294794
58.05,57,604.354358
57.8,57,604.419538
40.4,71,604.505065
46.45,50,604.559839
26.75,51,604.613694
15.25,22,604.636905
17.8,51,604.688713
74.6,69,604.762686
9.65,51,604.81956
13.2,58,604.8767
16.35,54,604.930937
1.85,49,605.053187
-9.05,3,605.057274
22.4,52,605.111773
30.25,70,605.189465
-1.8,49,605.239757
-1.35,49,605.292527
27.3,37,605.330018
1.35,50,605.383554
45.8,65,605.454055
62.05,57,605.516886
8.15,51,605.572541
30.25,55,605.914442
26.1,69,605.986165
27.65,51,606.041965
40.55,77,606.126519
2.2,49,606.176301
27.4,71,606.251034
19.0,71,606.327378
0.2,50,606.379889
35.05,62,606.444452
24.05,52,606.498771
9.15,51,606.553948
5.75,51,606.608299
46.6,69,606.681552
5.5,55,606.740603
25.3,62,606.801934
20.75,57,606.859177
0.7,49,606.908948
40.9,51,606.960124
50.0,55,607.01739
29.75,70,607.088634
65.55,68,607.15796
6.85,51,607.211261
-6.05,43,607.25797
18.0,70,607.32933
63.25,70,607.403681
36.6,54,608.567781
10.0,55,608.627432
50.35,69,608.698618
39.65,56,608.756972
28.5,61,608.822463
4.0,55,608.877603
6.25,50,608.928211
19.15,69,608.998111
49.9,51,609.052973
50.1,54,609.109136
18.4,56,609.461268
24.5,52,609.519828
7.4,56,609.579778
30.35,65,609.649646
23.95,49,609.701949
29.0,63,609.769743
-1.3,43,609.814377
31.5,65,609.881428
26.25,50,609.930299
43.7,59,609.99325
-3.75,26,610.022459
-2.75,43,610.068695
49.2,55,610.128665
30.25,55,610.186637
19.85,69,610.256561
68.0,65,610.326484
1.1,49,610.3778
32.75,65,610.447112
12.75,56,610.506168
51.85,65,610.575527
47.55,37,610.61629
7.55,52,610.671544
6.05,57,610.738461
27.95,55,610.797447
16.0,26,610.825646
-20.05,20,610.84742
17.05,62,610.911915
22.65,49,610.962973
7.7,49,611.015352
16.15,22,611.042752
22.05,52,611.102989
44.35,65,611.17248
19.25,65,611.242367
31.25,65,611.309389
11.9,56,611.369451
44.55,68,611.440522
12.15,61,611.507719
11.95,15,611.524436
33.35,30,611.560655
7.65,56,611.619584
24.0,65,611.972334
44.1,59,612.034026
37.75,70,612.110615
58.8,69,612.185872
33.15,51,612.238003
25.3,62,612.309476
11.5,55,612.369149
19.0,65,612.442332
34.55,62,612.509357
19.1,69,612.5921
33.75,30,612.624022
27.7,61,612.687415
35.8,52,612.742037
33.6,30,612.774276
14.25,56,612.831727
10.3,52,612.882614
15.8,37,612.922016
12.1,55,612.976144
32.45,58,613.037605
40.6,69,613.109043
25.0,50,613.163317
27.2,70,613.237339
6.9,56,613.293495
5.75,50,613.346474
18.05,52,613.400824
18.25,70,613.475613
24.15,60,613.537986
-16.6,26,613.565271
11.65,56,613.624367
29.25,60,613.687396
40.05,77,613.768317
-16.35,26,613.794744
-1.15,49,613.845524
11.6,56,613.899787
11.8,57,613.956844
-3.75,26,613.982784
25.3,68,614.05586
41.1,69,614.42289
8.75,60,614.489548
18.6,39,614.530199
12.35,15,614.546595
9.65,52,614.607957
59.7,68,614.681916
10.05,52,614.735997
25.4,56,614.792907
9.4,56,614.850175
14.05,57,614.908703
85.35,69,614.9783
-9.05,3,614.984096
19.75,70,615.059645
35.0,50,615.115805
20.85,69,615.188294
30.15,70,615.266399
54.15,55,615.328207
19.1,69,615.40108
40.75,65,615.471171
7.55,52,615.526422
8.15,57,615.588154
7.9,51,615.64653
42.05,52,615.70426
58.15,57,615.769399
29.65,61,615.832133
25.95,68,615.901004
50.25,70,615.97271
4.3,52,616.026725
9.4,51,616.085105
3.25,55,616.144514
18.6,65,616.219057
24.6,49,616.273914
16.65,26,616.303692
14.8,17,616.327996
11.55,57,616.390708
65.8,62,616.45898
-4.05,38,616.557795
50.55,77,616.69164
6.05,52,617.031869
25.45,68,617.110111
64.05,57,617.17123
30.75,70,617.246583
20.55,57,617.30729
38.0,70,617.379419
3.55,52,617.435383
19.35,50,617.499525
13.4,62,617.57586
5.75,50,617.639894
21.1,50,617.702128
4.65,51,617.763824
22.0,55,617.830725
14.15,62,617.907236
20.35,69,617.989063
40.25,65,618.070437
10.8,57,618.140163
-1.15,49,618.203661
-1.05,43,618.258165
21.25,55,618.327598
68.0,65,618.409722
33.5,30,618.447194
41.8,52,618.512901
27.8,37,618.557397
10.0,60,618.632655
27.75,50,618.696609
18.4,51,618.757411
26.5,50,618.819966
0.15,51,618.8807
27.8,37,618.925288
-14.75,27,618.959628
30.15,52,619.023944
65.1,69,619.108344
54.45,69,619.194548
38.3,52,619.27285
58.3,57,619.345859
34.25,70,619.433089
56.85,55,619.834913
3.9,56,619.903557
7.25,55,619.969427
20.6,69,620.056835
40.4,56,620.125085
32.0,65,620.206286
29.25,60,620.282473
22.8,43,620.336623
57.5,70,620.423198
16.1,69,620.510591
39.5,65,620.588776
27.15,71,620.676994
13.55,52,620.742183
-25.6,16,620.762406
13.05,52,620.827473
19.5,50,620.889307
41.15,51,620.952089
-2.8,43,621.004789
40.65,56,621.068515
30.55,30,621.104529
41.9,51,621.159804
11.95,55,621.221017
15.05,62,621.287053
18.25,70,622.650353
1.85,49,622.71147
35.05,57,622.771959
32.25,70,622.842981
26.1,69,622.913498
66.35,69,622.982061
30.75,65,623.049919
64.6,59,623.112853
54.0,55,623.16896
21.85,69,623.241092
34.05,57,623.30527
11.55,57,623.364049
35.05,70,623.438555
31.65,58,623.787693
18.05,52,623.844957
20.35,69,623.913462
22.95,43,623.960019
20.1,69,624.031875
18.9,51,624.0865
60.1,50,624.143826
24.25,70,624.215889
35.5,70,624.292519
64.75,70,624.366856
23.75,70,624.441019
25.25,65,624.510636
27.55,37,624.550493
58.55,57,624.611672
36.55,22,624.634692
-4.45,17,624.654298
64.85,69,624.732508
27.35,69,624.802281
84.85,69,624.869799
21.05,77,624.948242
47.15,52,625.003012
23.95,43,625.049949
3.4,57,625.110031
39.1,59,625.172433
25.85,69,625.246014
17.0,70,625.321528
74.6,69,625.393355
30.25,55,625.45094
65.1,69,625.524378
28.25,55,625.581293
2.8,52,625.636678
17.95,43,625.681993
29.4,51,625.736602
-1.15,49,625.784578
45.2,68,625.853645
-4.95,17,625.870975
25.35,50,626.205263
13.55,52,626.264266
29.25,70,626.340854
6.75,55,626.39938
14.7,43,626.444801
11.05,57,626.505474
17.95,69,626.57794
18.05,62,626.643599
4.0,55,626.704164
22.3,57,626.764677
-5.8,43,626.808678
50.0,70,626.87945
7.15,56,626.93562
38.55,52,626.98932
-15.35,27,627.016676
13.15,56,627.074326
-3.3,43,627.119994
28.5,51,627.172155
56.0,55,627.228923
13.9,62,627.298088
-17.75,26,627.325906
63.1,59,627.389246
44.25,62,627.454775
24.75,65,627.525701
29.75,70,627.60094
43.8,57,627.658807
-26.4,16,627.675427
27.9,71,627.750631
2.25,50,627.801965
8.9,51,627.856347
32.5,65,627.922222
24.65,62,627.985961
18.6,49,628.03644
63.3,69,628.111478
65.55,69,628.187351
14.8,57,628.254414
15.95,38,628.295624
0.7,50,628.642842
18.25,51,628.699462
0.6,49,628.753631
23.05,52,628.80732
12.9,56,628.864927
81.5,70,628.937523
59.7,68,629.005126
95.35,69,629.078484
44.45,49,629.12974
28.5,65,629.202898
-16.35,26,629.229762
17.6,77,629.314407
-6.1,17,629.333577
23.0,55,629.396778
9.8,63,629.466796
17.6,51,629.524137
18.9,56,629.586993
16.85,59,629.652089
12.25,55,629.712919
20.0,50,629.766504
59.05,57,629.825775
23.55,65,629.893824
-1.4,49,629.943856
10.95,55,630.001585
7.25,55,630.059553
7.9,58,630.12231
32.45,77,630.209554
31.25,70,630.282639
40.85,69,630.362812
29.25,65,630.430916
8.15,51,630.485441
5.55,57,630.550741
14.2,58,630.616636
34.55,77,630.70066
3.5,55,630.759011
11.55,15,630.776676
15.5,70,630.849046
40.85,69,631.212766
41.3,49,631.271041
9.9,56,631.335721
7.3,52,631.393699
18.0,70,631.469093
8.65,51,631.532039
22.3,52,631.591774
32.5,65,631.661873
31.75,65,631.736574
44.6,59,631.798287
10.8,52,631.851653
19.8,77,631.930727
7.9,51,631.982954
-9.05,3,631.986714
39.0,65,632.054945
65.45,69,632.131456
17.0,70,632.203488
1.6,49,632.256795
1.85,49,632.309743
8.9,56,632.369884
36.8,70,632.445929
32.25,70,632.520455
21.9,52,632.576027
37.15,39,632.618626
14.05,57,632.67813
2.55,57,632.739474
43.2,57,632.802631
13.15,56,632.861217
59.7,69,632.933855
34.0,30,632.966473
60.9,51,633.019494
20.25,65,633.089207
10.65,57,633.154616
22.3,57,633.214558
20.05,77,633.298599
8.4,51,633.353516
12.0,61,633.706005
-15.9,27,633.738889
15.65,22,633.761657
11.3,57,633.821768
34.0,30,633.851608
43.95,68,633.919264
-22.9,20,633.940371
54.85,69,634.011003
29.0,60,634.073117
54.3,57,634.136126
19.65,56,634.200287
38.6,64,634.268273
25.5,65,634.342176
38.2,39,634.38455
36.85,54,634.443487
13.05,62,634.506715
40.3,64,634.578148
32.6,65,634.649818
53.25,77,634.732567
-3.45,52,635.894459
24.4,56,635.95261
16.75,62,636.016764
33.75,30,636.047694
20.6,57,636.110429
6.25,55,636.169175
15.3,26,636.197011
32.0,70,636.271257
41.75,55,636.32965
8.35,49,636.38339
21.45,49,636.438368
-9.05,3,636.442646
4.05,52,636.503167
41.25,57,636.564298
55.6,69,636.638638
55.35,69,636.710176
8.3,58,636.771612
26.1,69,636.843473
55.1,69,636.913729
44.45,69,637.271697
4.0,55,637.333521
17.65,51,637.390528
39.3,69,637.464706
72.5,70,637.537297
4.05,57,637.598922
12.6,55,637.654137
9.4,51,637.708554
5.85,54,637.768404
27.35,69,637.836951
24.45,49,637.887015
9.65,51,637.938734
-25.6,16,637.955689
-3.9,26,637.982427
11.7,62,638.04797
24.55,52,638.104387
12.35,15,638.120373
43.75,57,638.241799
52.35,55,638.310545
13.55,52,638.366817
40.15,56,638.429634
34.25,50,638.48179
7.85,49,638.53488
38.2,53,638.599791
76.75,55,638.678198
25.2,68,638.752322
26.3,37,638.79054
19.9,56,638.851726
33.25,55,638.907952
55.1,69,638.977145
-6.1,17,638.995535
36.25,40,639.039253
19.8,57,639.098182
4.0,55,639.160453
3.3,52,639.220553
42.55,52,639.279494
11.75,61,639.343779
58.45,53,639.407186
5.9,56,639.470758
32.5,55,639.526021
55.35,69,639.882664
26.15,57,639.940756
54.25,55,639.998198
25.5,65,640.065706
51.6,69,640.138628
1.35,49,640.19199
86.5,70,640.265242
10.5,52,640.32068
-0.3,43,640.364889
56.25,40,640.40841
58.9,68,640.479317
19.65,56,640.539053
12.75,15,640.555159
21.75,55,640.613482
32.9,56,640.699325
-5.8,43,640.76229
20.05,57,640.833596
4.3,54,640.890244
21.8,52,640.947039
9.9,52,641.002791
8.05,57,641.066165
8.4,51,641.121853
26.3,57,641.181041
32.25,70,641.255655
5.35,54,641.310204
17.1,54,641.367814
6.6,55,641.427973
15.8,37,641.467098
26.1,54,641.521693
-5.45,17,641.543852
24.9,68,641.61714
31.55,57,641.681875
17.05,62,641.74631
40.6,64,641.813201
75.45,63,641.879411
12.9,56,641.937977
55.1,69,642.010152
19.55,77,642.378515
-9.05,3,642.383449
11.25,52,642.44193
28.75,60,642.509393
10.05,61,642.579053
46.55,65,642.64974
9.9,57,642.712313
12.15,61,642.773893
25.2,68,642.844513
93.95,69,642.913712
17.2,43,642.955958
37.55,62,643.019462
17.75,70,643.092634
59.05,77,643.173234
17.8,52,643.227387
9.1,55,643.286436
14.45,69,643.358973
13.5,56,643.421318
29.85,54,643.476417
-6.1,17,643.494449
12.5,56,643.557521
13.3,52,643.61431
24.0,62,643.68948
1.6,49,643.746339
18.05,52,643.800388
28.15,51,643.854381
1.85,49,643.903539
-3.3,43,643.945226
24.3,69,644.015894
13.65,56,644.079141
2.1,49,644.129949
-9.05,3,644.13376
68.75,70,644.209515
45.45,68,644.282669
21.4,57,644.340066
10.55,57,644.40492
24.55,55,644.463086
8.1,56,644.812675
44.05,57,644.872801
1.35,49,644.923708
43.5,70,645.000068
-0.5,50,645.056083
38.2,69,645.135184
12.9,61,645.200389
54.0,55,645.263849
41.65,51,645.320723
29.4,51,645.373397
26.3,52,645.429126
29.65,56,645.486811
55.0,69,645.557589
72.4,57,645.619157
0.4,51,645.673617
3.7,50,645.726267
56.5,55,645.782516
-0.55,43,645.827637
79.05,51,645.878012
37.4,52,645.930287
4.55,57,645.988013
29.0,70,646.061731
34.3,62,646.12724
16.85,52,646.183781
-0.5,50,646.234894
11.25,56,646.295954
-0.0,50,646.349318
58.85,70,646.42528
25.25,65,646.49358
59.85,64,646.558101
13.55,52,646.616734
21.6,49,646.672668
-5.8,43,646.717678
53.75,55,646.77522
33.4,51,646.827209
29.25,51,646.880117
56.6,54,646.933407
7.55,57,647.274225
14.85,43,647.321181
18.3,52,647.375511
13.85,70,647.452687
-28.35,16,647.470424
12.4,56,647.531142
37.55,52,647.586111
27.85,54,647.647301
10.3,52,647.699742
39.75,65,647.766459
20.75,50,647.815533
53.75,55,647.873331
10.55,52,647.925854
29.5,55,647.980581
31.75,65,648.047151
33.75,50,649.241435
12.9,56,649.304179
15.3,37,649.347551
40.7,70,649.423482
15.05,37,649.462189
9.65,51,649.515935
7.55,52,649.569919
8.8,58,649.633592
21.95,49,649.684522
8.75,51,649.738276
12.15,56,649.795184
9.5,60,649.856355
26.25,55,649.910467
12.5,55,649.965927
22.65,52,650.021236
39.45,68,650.091953
8.95,51,650.145743
18.0,70,650.216129
7.85,49,650.269296
42.5,68,650.339583
17.25,57,650.400153
2.55,52,650.457394
44.05,57,650.51858
32.2,55,650.860689
36.05,59,650.920068
26.55,37,650.956506
5.1,54,651.012775
60.25,51,651.067924
21.55,52,651.125043
35.45,63,651.191762
-9.05,3,651.195893
29.65,56,651.25392
27.3,37,651.294235
2.8,52,651.348231
34.25,50,651.401168
12.95,58,651.460824
18.85,71,651.537551
14.3,57,651.599238
42.4,59,651.66488
14.5,59,651.727985
29.05,55,651.783412
24.85,65,651.848929
44.65,56,651.904539
38.15,51,651.954954
55.55,69,652.028104
28.5,61,652.091642
12.75,52,652.147086
8.4,56,652.205843
4.3,52,652.263
31.75,70,652.337455
17.3,52,652.392457
25.7,69,652.465755
21.55,57,652.528034
19.3,77,652.614307
62.5,65,652.684033
17.4,62,652.748159
-1.95,43,652.795145
43.85,59,652.860046
13.15,56,652.918144
19.25,65,652.982569
15.45,38,653.312786
14.55,39,653.355097
-9.05,3,653.359298
1.9,52,653.416575
24.95,54,653.474194
3.05,52,653.532048
-0.1,51,653.589456
54.5,50,653.643819
12.4,56,653.705651
10.65,62,653.769962
70.35,65,653.837457
54.25,50,653.893179
16.2,51,653.947902
33.4,61,654.012096
28.95,54,654.072893
-6.1,17,654.092728
3.0,57,654.153638
57.05,53,654.212179
15.6,57,654.270748
9.0,51,654.32522
28.1,60,654.389128
7.6,60,654.455159
-26.4,16,654.473362
25.25,50,654.525438
63.3,70,654.60194
18.15,51,654.657673
15.95,54,654.715333
54.25,50,654.839152
8.7,63,654.90748
13.0,62,654.970865
24.05,68,655.044672
17.3,39,655.087342
75.1,69,655.165362
-15.5,27,655.192683
54.45,69,655.266039
63.6,69,655.335839
4.1,55,655.394978
34.95,63,655.459667
8.4,51,655.514606
7.65,52,655.851526
65.45,68,655.925547
-15.0,27,655.952673
75.75,40,655.992758
16.9,62,656.060367
45.75,65,656.129239
17.0,57,656.188136
26.75,71,656.266842
40.1,56,656.327393
14.8,62,656.392637
-5.35,26,656.422593
29.65,51,656.479631
14.55,62,656.547329
5.75,55,656.602998
9.65,51,656.660759
42.3,52,656.716185
37.45,69,656.78647
6.5,55,656.843186
0.15,51,656.895464
4.35,56,656.954152
44.55,57,657.012607
23.55,65,657.080484
5.05,57,657.141676
-17.5,26,657.170019
74.85,69,657.240179
7.85,49,657.294101
21.3,57,657.352581
25.15,57,657.413959
13.95,43,657.45954
28.75,54,657.517325
28.35,70,657.592021
19.6,69,657.667889
30.85,54,657.727002
21.0,55,657.785341
1.85,49,657.8365
33.35,30,657.866915
11.95,55,657.925359
3.9,57,657.983211
33.3,50,658.321035
19.95,68,658.396814
34.2,70,658.472672
43.1,62,658.540176
38.8,57,658.599912
2.1,49,658.651633
38.05,69,658.72293
9.1,51,658.779681
9.15,51,658.830331
6.85,56,658.884967
26.6,50,658.938972
40.8,77,659.017158
33.4,77,659.098058
23.75,70,659.171802
14.35,22,659.194951
24.9,57,659.256939
17.3,52,659.311635
-9.05,3,659.315823
19.85,69,659.389785
24.35,65,659.459455
31.6,61,659.525158
13.65,57,659.58712
18.6,49,659.639913
2.75,55,659.699222
17.5,70,659.778384
40.85,64,659.846358
8.45,51,659.899056
21.6,49,659.949906
17.1,54,660.006347
9.05,56,660.06383
18.05,52,660.120417
66.8,51,660.173632
17.8,52,660.22844
44.6,65,660.297198
-4.55,26,660.327711
9.6,51,660.382098
9.75,55,660.441735
-22.0,20,660.462179
56.35,54,660.811484
22.05,57,660.870129
24.35,49,660.924453
6.75,55,660.980765
7.15,52,661.033872
6.4,56,661.100908
45.55,65,661.177809
35.7,51,661.235103
2.75,55,661.296024
29.4,51,661.353248
12.25,55,662.536808
-1.1,51,662.589203
53.7,63,662.659854
1.6,49,662.714575
62.65,69,662.788392
41.4,51,662.84018
49.9,55,662.897659
18.3,52,662.951618
42.3,65,663.017489
23.6,71,663.095306
-7.55,17,663.169681
40.85,64,663.295994
-9.05,3,663.300252
6.25,57,663.363548
6.05,52,663.417127
8.9,56,663.478425
22.15,52,663.534021
2.55,56,663.59546
54.75,50,663.649977
22.85,70,663.724116
-2.2,43,663.769442
21.0,55,663.828908
41.35,69,663.89891
-1.95,50,663.948209
2.6,52,664.001761
4.1,56,664.061109
1.1,50,664.114808
13.4,56,664.174448
-4.95,26,664.204235
42.0,59,664.556796
9.0,60,664.620848
16.45,59,664.682185
29.7,56,664.742151
39.1,71,664.810988
7.0,55,664.866945
35.3,77,664.944811
4.4,56,665.000108
40.4,56,665.061695
32.5,40,665.104596
-25.6,16,665.121546
5.45,55,665.181284
75.6,69,665.254005
25.25,65,665.323707
7.5,51,665.379024
16.3,56,665.43876
26.0,50,665.493557
43.9,65,665.562378
-6.3,43,665.606082
12.8,62,665.674112
58.7,68,665.745575
33.5,56,665.804846
12.65,56,665.860006
6.25,56,665.91761
25.65,57,665.974642
57.55,57,666.036251
49.6,65,666.104851
44.85,65,666.173175
41.95,70,666.249901
29.1,54,666.308882
18.35,69,666.383846
-9.05,3,666.388934
38.8,77,666.474914
57.8,70,666.551689
29.65,51,666.607292
41.55,52,666.663248
49.95,54,667.002138
-16.85,26,667.032617
54.4,37,667.076234
24.0,69,667.152899
7.55,52,667.209287
22.8,52,667.266455
48.75,70,667.342133
27.15,37,667.387108
41.15,51,667.440085
35.85,52,667.497691
18.35,70,667.572998
51.0,70,667.646888
10.0,55,667.708147
51.75,70,667.784783
39.8,52,667.83702
31.75,65,667.90225
34.5,50,667.953385
28.65,61,668.023261
42.25,70,668.100044
7.5,51,668.156839
37.7,39,668.2006
-1.95,43,668.248363
-3.8,26,668.277732
6.1,50,668.331198
-0.65,49,668.382119
17.45,43,668.428056
20.45,69,668.502591
50.75,65,668.573767
21.3,57,668.638011
18.5,70,668.71342
33.65,63,668.777461
27.55,37,668.814775
37.8,68,668.887742
-9.05,3,668.891447
3.5,55,668.948474
3.55,52,669.000547
30.15,56,669.058992
9.3,52,669.117762
43.95,69,669.483639
28.1,60,669.552407
24.75,68,669.626865
12.85,56,669.685117
8.4,51,669.737962
2.1,49,669.789257
41.6,69,669.855079
25.45,37,669.893251
1.35,50,669.942497
8.05,57,670.000338
-16.3,27,670.028353
5.9,49,670.079783
19.4,77,670.162665
20.25,57,670.225436
6.65,55,670.281566
16.7,70,670.356035
5.8,56,670.418957
12.1,55,670.475176
4.3,52,670.529562
21.55,52,670.586388
13.3,57,670.647098
31.25,77,670.729219
32.25,65,670.800326
-5.95,38,670.84015
51.25,70,670.909685
0.15,49,670.960024
24.45,69,671.034038
13.0,70,671.107701
18.5,51,671.171376
65.05,68,671.301059
17.2,56,671.364989
24.5,65,671.436172
10.15,51,671.490167
54.35,55,671.55018
34.95,38,671.591658
-0.95,20,671.614126
87.45,65,671.685137
31.75,65,672.03321
19.15,70,672.110973
29.0,55,672.172039
11.25,56,672.237643
37.05,68,672.31206
26.75,37,672.353481
-5.8,43,672.401007
13.45,70,672.475695
8.4,51,672.533597
32.35,69,672.610911
22.3,49,672.665774
-9.05,3,672.670119
13.8,57,672.731423
30.5,70,672.805062
37.8,52,672.861951
19.6,69,672.933064
42.0,55,672.987317
-0.75,50,673.038858
12.4,56,673.096636
29.15,56,673.157935
22.7,70,673.232576
6.9,60,673.29841
34.95,52,673.355681
11.95,15,673.371574
22.85,65,673.441558
10.05,52,673.49518
1.15,54,673.556674
29.5,55,673.615181
13.05,52,673.669461
54.1,69,673.740965
15.7,38,673.781296
12.75,56,673.839217
35.5,70,673.91021
1.3,49,673.961658
6.6,56,674.018766
0.9,51,674.074842
17.95,71,674.14662
41.25,55,674.497366
10.0,51,674.553416
38.1,64,674.623444
17.0,70,674.698895
27.9,71,674.772672
29.75,52,675.944696
20.9,49,675.99576
67.8,37,676.034837
-0.9,50,676.091597
4.4,56,676.154168
22.95,43,676.200573
38.1,69,676.275951
41.15,71,676.351251
46.6,69,676.42804
25.85,69,676.509268
20.65,71,676.5824
19.9,71,676.657393
27.85,51,676.711937
24.9,68,676.781435
27.25,56,676.840134
8.1,60,676.898937
15.4,71,676.96845
33.9,40,677.009757
18.3,52,677.063035
15.8,70,677.136925
8.05,58,677.197256
2.9,52,677.25334
32.0,70,677.330162
-5.55,43,677.374253
19.7,69,677.446533
66.6,70,677.533662
27.6,70,677.619474
25.3,62,677.699709
16.9,70,677.787245
8.65,55,678.186598
25.9,56,678.257853
17.25,70,678.346872
22.95,65,678.430302
21.0,55,678.499197
38.1,69,678.586149
27.0,70,678.674213
11.95,15,678.69624
24.25,70,678.780584
25.75,50,678.844092
33.9,57,678.913204
12.7,56,678.978335
14.8,62,679.058681
33.65,51,679.125762
72.75,69,679.215259
25.1,54,679.29081
18.85,57,679.364134
10.35,55,679.436466
28.2,49,679.498519
22.95,43,679.553725
15.55,52,679.621817
22.2,43,679.675653
25.95,58,679.749279
28.65,61,679.825159
29.5,70,679.908152
11.65,56,679.977426
1.0,50,680.040918
33.1,30,680.080098
22.45,68,680.168811
34.85,65,680.249165
26.6,50,680.314305
7.75,56,680.384707
20.35,69,680.472892
77.3,57,680.541853
37.35,62,680.62224
-5.1,43,680.679559
40.25,65,681.068089
24.35,56,681.132881
24.35,70,681.209868
22.2,70,681.287838
32.7,30,681.320845
14.05,59,681.381652
23.3,52,681.437606
37.8,52,681.491075
24.35,49,681.5457
33.7,50,681.600615
12.25,55,681.665044
17.35,62,681.735222
83.95,69,681.805818
21.15,57,681.867957
7.35,49,681.916115
5.45,50,681.96668
11.25,55,682.022473
10.25,57,682.086079
37.45,68,682.158824
30.75,65,682.22995
13.55,52,682.289472
2.55,52,682.343809
13.9,56,682.40158
10.8,52,682.457215
8.55,52,682.512028
38.55,39,682.553345
29.25,55,682.6117
13.5,70,682.685577
18.0,51,682.7391
8.35,51,682.791681
-17.9,26,682.81822
7.15,57,682.875963
38.7,69,682.944934
9.4,56,683.004791
40.15,56,683.061148
25.35,49,683.11477
27.4,56,683.173237
28.05,37,683.213071
19.0,65,683.571027
56.25,55,683.63183
39.3,57,683.694565
-9.05,3,683.698823
21.7,55,683.758229
73.75,55,683.812666
59.2,68,683.881319
26.9,56,683.939925
23.7,43,683.981977
7.1,51,684.034926
27.55,37,684.074019
21.6,70,684.147667
19.5,50,684.201128
26.65,61,684.267772
82.05,70,684.341744
17.45,62,684.4071
33.8,63,684.477683
42.5,68,684.554407
54.15,77,684.637062
52.75,70,684.714405
12.9,61,684.777867
56.5,55,684.831546
-14.85,27,684.860539
-5.05,43,684.903284
64.6,59,684.961025
27.0,70,685.032335
12.4,56,685.094032
-5.55,43,685.139951
5.65,56,685.198662
37.1,62,685.264278
18.75,65,685.331133
38.1,69,685.405132
1.75,52,685.460855
59.65,56,685.519818
34.25,50,685.574306
11.25,55,685.634314
58.3,57,685.968833
21.65,52,686.026945
37.3,39,686.067642
4.0,56,686.130159
27.6,51,686.184259
-0.95,49,686.238874
54.1,69,686.310102
