#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
-9.05,3,686.315338
21.85,69,686.388268
35.55,62,686.45301
13.0,55,686.510285
2.2,58,686.569856
36.4,53,686.624961
26.35,69,686.697629
34.25,50,686.751956
2.55,52,686.806571
19.0,70,686.879382
-27.85,16,686.895719
7.9,57,686.954123
-26.4,16,686.97212
33.65,51,687.02434
16.35,54,687.082477
28.2,70,687.156119
18.25,70,687.230792
1.95,49,687.282981
1.35,49,687.333547
42.25,57,687.435589
35.95,63,687.531493
22.95,43,687.578331
17.0,62,687.642554
29.25,51,687.696655
46.35,69,687.769659
39.35,64,687.836288
44.6,59,687.897941
7.3,52,687.949141
1.6,49,687.998787
82.25,68,688.070861
29.5,57,688.133749
-17.1,26,688.162324
18.45,39,688.493622
19.55,50,689.577747
51.45,65,689.64555
5.5,50,689.699021
36.0,40,689.74064
72.85,55,689.798143
63.05,70,689.869159
55.2,63,689.935734
26.7,70,690.00922
2.2,49,690.062216
7.85,51,690.118601
19.6,56,690.180066
9.55,61,690.250816
29.5,70,690.330913
17.75,70,690.404109
11.0,38,690.446472
-5.55,43,690.490293
32.75,55,690.550602
16.05,43,690.595314
9.75,52,690.65212
-25.6,16,690.66991
56.15,57,690.729181
12.7,70,690.799679
39.25,65,690.865925
18.3,52,690.917043
25.6,65,690.984017
36.0,40,691.027053
7.9,51,691.080382
38.1,69,691.154589
41.75,70,691.227065
26.35,69,691.301005
9.75,51,691.356898
-26.4,16,691.374883
5.45,56,691.44151
25.05,37,691.483894
-26.8,16,691.503199
18.0,51,691.555325
34.0,51,691.60954
-4.3,43,691.653157
2.65,52,691.983088
24.85,49,692.038025
26.9,52,692.094888
40.3,69,692.16694
10.6,61,692.231695
3.4,52,692.286408
-1.4,50,692.340318
21.5,55,692.398467
76.75,55,692.454598
10.1,57,692.517554
-3.4,49,692.571982
32.0,77,692.655184
-6.3,38,692.696046
14.1,71,692.771678
14.5,26,692.797829
26.0,52,692.851897
25.0,70,692.921207
7.7,58,692.979721
38.2,69,693.051543
26.4,50,693.10348
25.1,37,693.146246
17.75,70,693.218791
24.5,70,693.290127
19.3,50,693.342533
55.2,55,693.399914
31.5,65,693.468687
4.2,50,693.520312
37.1,65,693.590267
63.9,69,693.662082
4.05,60,693.723891
43.6,70,693.798213
45.3,62,693.860982
24.85,49,693.910828
2.6,56,693.972207
13.1,37,694.011364
59.5,69,694.084381
54.7,63,694.441665
16.8,71,694.521606
8.25,51,694.574655
38.45,69,694.648611
-5.8,43,694.693954
16.3,22,694.72032
3.4,55,694.775683
33.55,52,694.828278
21.15,70,694.898448
17.25,70,694.969753
31.0,56,695.030531
17.6,59,695.095128
7.7,52,695.151983
13.8,52,695.208142
25.55,69,695.282702
-2.45,43,695.329866
49.8,63,695.400076
21.45,70,695.477031
31.5,70,695.552969
34.0,50,695.605245
54.7,69,695.684189
26.65,56,695.753617
36.5,40,695.796946
34.45,54,695.851813
54.6,53,695.908699
0.35,55,695.965112
62.65,65,696.034267
42.75,70,696.109227
22.3,43,696.154711
45.25,61,696.218845
24.55,68,696.29131
22.7,71,696.366836
17.2,43,696.412723
39.55,69,696.482856
2.75,52,696.539932
61.25,59,696.606593
21.3,49,696.939078
20.6,50,696.991741
15.05,37,697.032918
16.6,54,697.089457
60.4,56,697.151179
5.85,54,697.207158
39.2,50,697.263138
15.8,52,697.316676
23.75,70,697.395394
9.75,60,697.4583
22.1,68,697.531072
20.3,65,697.600682
6.6,54,697.658899
63.05,69,697.731356
7.9,52,697.785754
7.55,57,697.843919
54.2,69,697.913015
51.1,70,697.98621
42.75,70,698.057505
7.55,58,698.119732
45.95,68,698.194344
27.7,52,698.253324
65.05,68,698.32673
20.85,55,698.386084
3.25,55,698.443996
16.85,59,698.507025
25.15,65,698.574523
17.45,43,698.621837
31.15,52,698.676528
-16.2,27,698.706909
27.65,55,698.766556
31.2,55,698.82318
29.8,54,698.87915
-15.0,27,698.909106
6.8,55,698.96594
11.95,15,698.981322
56.25,40,699.024646
-0.75,50,699.076608
44.2,59,699.43543
67.95,65,699.510205
11.8,52,699.567925
11.55,57,699.631036
44.75,65,699.702352
22.75,70,699.776167
74.1,69,699.84593
-0.0,50,699.897226
44.1,59,699.959133
31.7,65,700.02407
43.05,57,700.084839
7.8,49,700.135585
30.95,63,700.204873
31.75,70,700.277793
23.7,43,700.323693
17.2,70,700.39834
34.15,63,700.4644
45.4,65,700.531611
11.95,15,700.548797
20.95,50,700.601935
39.05,57,700.66038
34.25,50,700.714753
44.7,68,700.781978
6.1,55,700.838173
-0.55,43,700.880469
11.3,57,700.939026
32.0,70,701.013076
52.55,30,701.04381
15.05,62,701.108606
34.4,62,701.174457
38.7,69,701.247855
4.65,56,701.304851
-0.1,56,702.544912
42.8,57,702.605915
20.65,71,702.683935
-0.35,49,703.014312
33.4,63,703.081945
25.55,62,703.15044
22.65,52,703.204816
13.75,56,703.2631
36.95,63,703.328782
8.2,49,703.379803
37.4,68,703.451447
28.35,70,703.525256
31.95,58,703.589001
44.85,69,703.665902
37.95,53,703.720503
75.6,69,703.791253
32.0,70,703.863403
-5.85,38,703.901504
15.4,69,703.972209
12.9,56,704.034339
14.9,59,704.095042
-4.8,38,704.137726
24.25,70,704.281215
46.9,51,704.337118
-5.45,17,704.356349
17.7,71,704.433863
39.75,51,704.491033
62.8,52,704.549704
44.35,59,704.614511
47.9,71,704.689525
-3.3,43,704.735873
12.85,56,704.796434
9.4,51,704.849112
41.75,55,704.906074
13.4,61,704.965663
18.85,65,705.032672
35.55,37,705.070756
2.4,52,705.125754
15.55,62,705.190691
-0.15,56,705.534953
6.75,55,705.597234
41.4,51,705.654156
33.55,52,705.711065
6.9,56,705.772271
34.55,69,705.842218
34.25,77,705.919026
6.55,49,705.970936
23.95,70,706.048055
31.8,55,706.105827
18.5,70,706.182365
11.8,17,706.203634
21.15,71,706.279946
46.05,52,706.335881
-2.3,50,706.389938
21.15,71,706.470203
-6.75,26,706.498572
4.15,52,706.554081
22.3,68,706.627753
2.05,52,706.683158
32.0,70,706.756103
8.3,52,706.810324
23.2,43,706.854031
55.75,55,706.911828
66.3,69,706.982724
19.15,52,707.039394
34.0,30,707.07052
34.05,62,707.137126
27.5,55,707.195687
54.45,69,707.26853
26.0,51,707.323807
31.85,70,707.397238
6.7,56,707.457615
56.0,55,707.515359
8.85,51,707.567457
34.5,62,707.634764
4.8,57,707.69397
41.15,51,708.032822
13.55,52,708.091813
28.8,55,708.152695
13.9,56,708.21725
39.1,69,708.291305
-17.9,26,708.319102
25.65,57,708.383759
0.85,49,708.441178
51.0,69,708.518717
13.3,52,708.578896
40.25,65,708.649083
43.6,62,708.717554
8.6,63,708.786242
59.45,68,708.853601
32.85,51,708.904418
-7.05,49,708.953927
2.05,49,709.006555
22.0,55,709.064039
50.7,55,709.122237
18.1,51,709.175919
31.05,52,709.233387
9.5,51,709.307816
54.7,69,709.387641
44.5,70,709.465772
17.8,52,709.523416
73.25,69,709.599054
8.5,55,709.656083
7.85,56,709.824227
32.05,37,709.864351
33.75,30,709.899843
45.05,68,709.971438
6.7,51,710.027298
35.0,37,710.068684
22.45,43,710.112913
2.8,52,710.167807
32.9,61,710.233585
23.5,70,710.304978
40.45,64,710.662912
9.4,51,710.721975
19.0,65,710.79168
5.15,52,710.844861
59.7,68,710.915309
7.5,56,710.973344
15.15,37,711.011635
15.05,62,711.078739
-16.6,26,711.108034
1.45,49,711.164033
38.8,57,711.22598
1.85,49,711.278117
16.6,59,711.339737
23.4,70,711.412098
13.25,70,711.488788
2.85,55,711.547828
11.95,15,711.563774
10.85,61,711.628825
12.0,70,711.70076
13.25,57,711.760424
6.4,56,711.817973
53.2,69,711.885325
34.0,53,711.938653
14.45,70,712.008902
6.7,51,712.063557
55.35,69,712.137567
2.2,56,712.197115
23.75,70,712.27022
9.6,55,712.32831
23.8,55,712.386006
9.65,51,712.439619
9.4,56,712.499682
37.85,56,712.557999
17.5,62,712.625909
18.75,65,712.697953
38.5,70,712.770059
66.0,70,713.127197
-5.55,43,713.175209
34.25,50,713.232343
12.75,55,713.29377
10.55,52,713.349163
16.7,70,713.426737
29.5,55,713.484709
18.0,70,713.558713
18.4,39,713.6015
19.5,65,713.674767
7.0,55,713.732051
20.75,50,713.781492
38.35,69,713.850566
52.0,70,713.920308
20.5,50,713.969405
24.4,52,714.022257
34.95,40,714.066195
-4.6,26,714.094806
2.8,52,714.150333
50.5,55,714.207405
9.65,51,714.265066
43.0,57,714.326353
-0.2,52,714.382528
16.85,54,714.443211
38.05,52,714.505556
22.8,52,714.563263
8.4,51,714.619352
1.15,51,714.676779
34.25,30,714.708867
21.75,52,714.76487
32.2,65,715.961377
30.6,65,716.031932
22.25,56,716.095628
44.6,59,716.159186
9.65,51,716.21303
55.1,69,716.291366
17.6,59,716.358151
33.75,50,716.412116
67.6,65,716.768505
53.75,55,716.827469
-4.55,38,716.86781
25.25,65,716.93782
62.8,69,717.009832
32.45,30,717.042152
39.45,64,717.113592
39.2,68,717.189531
-3.9,26,717.217703
18.85,39,717.25886
26.5,55,717.319266
22.95,43,717.365661
59.95,64,717.435086
42.0,55,717.493563
21.8,57,717.553131
-20.0,20,717.575379
34.5,50,717.629606
44.35,59,717.690487
14.05,62,717.754828
28.95,65,717.820135
53.75,30,717.849871
2.0,56,717.907703
25.0,70,717.978217
45.8,57,718.037015
-6.05,43,718.082477
-3.9,26,718.112632
6.95,51,718.169292
-0.9,50,718.222097
3.4,56,718.284555
23.65,37,718.325408
50.5,55,718.381597
-5.7,43,718.430899
12.9,56,718.492957
22.3,52,718.550546
23.75,70,718.625475
30.0,70,718.70119
42.95,57,718.760341
-3.75,26,718.786432
18.3,39,718.82638
12.35,15,718.841778
10.3,52,718.895795
19.85,69,719.256275
17.2,43,719.304289
-3.5,49,719.35435
31.5,70,719.428802
29.15,51,719.486441
25.3,51,719.541226
27.05,65,719.610248
5.75,56,719.668325
16.65,71,719.742698
25.05,62,719.805089
44.5,57,719.862681
42.55,52,719.915478
36.85,62,719.975832
37.95,53,720.033614
26.65,56,720.091525
33.65,51,720.14879
65.15,69,720.223086
8.75,55,720.280601
24.0,68,720.351793
55.45,63,720.417657
9.9,62,720.481407
28.55,57,720.541619
9.25,57,720.601806
-1.65,49,720.653741
21.7,70,720.72567
7.15,56,720.782268
36.6,59,720.842151
25.05,68,720.979243
36.4,69,721.049374
36.0,40,721.091809
11.05,57,721.150771
6.9,56,721.208098
64.5,70,721.282907
7.8,57,721.341482
-1.9,49,721.394206
29.85,70,721.758688
39.7,68,721.828269
-1.45,52,721.881717
7.05,52,721.933409
28.4,71,722.008674
67.4,65,722.075676
75.35,69,722.149975
42.0,55,722.207484
20.9,71,722.281176
18.25,70,722.357412
68.0,65,722.424659
24.85,65,722.493345
34.25,30,722.526754
29.65,56,722.583777
11.6,55,722.640916
10.6,55,722.696781
21.55,57,722.759517
3.55,52,722.810042
15.65,22,722.833146
-19.45,26,722.859699
32.85,62,722.920724
36.0,40,722.96244
26.75,55,723.017713
2.05,49,723.069972
15.65,22,723.095026
19.35,65,723.164885
15.45,52,723.218234
20.75,50,723.271492
29.65,70,723.346244
19.4,56,723.405894
18.0,70,723.479394
19.9,69,723.555116
30.7,62,723.623239
21.65,52,723.6805
38.45,56,723.739732
7.4,56,723.79593
20.75,50,724.127472
21.8,57,724.192242
80.2,68,724.264631
-13.25,3,724.268447
22.3,52,724.32542
-5.2,38,724.365161
11.8,52,724.423748
-16.45,27,724.456485
18.85,49,724.511937
24.25,62,724.577707
53.6,69,724.652748
57.0,70,724.725177
27.55,57,724.787091
24.3,52,724.838999
6.75,55,724.89746
85.35,69,724.96899
7.75,58,725.028122
-9.05,3,725.033044
-15.35,27,725.062634
25.0,65,725.132611
30.6,65,725.205171
-4.05,38,725.245749
18.3,52,725.305334
7.65,63,725.374099
13.5,70,725.444736
36.75,70,725.518643
11.5,52,725.574129
13.15,56,725.631662
13.55,52,725.686612
13.15,56,725.745066
18.2,39,725.787257
26.5,70,725.857435
32.7,30,725.888835
-1.65,49,725.937838
48.4,51,725.993883
49.25,70,726.064135
20.85,52,726.120662
40.65,56,726.17768
25.8,62,726.244558
19.9,68,726.607076
8.0,58,726.67611
33.25,51,726.732937
-20.15,20,726.755634
29.85,70,726.825543
-0.2,20,726.846136
59.1,69,726.913463
18.05,52,726.966275
35.7,63,727.029602
30.95,65,727.09757
28.2,49,727.154525
41.35,69,727.227677
32.5,70,727.303407
38.2,69,727.377761
-25.6,16,727.397894
7.0,57,727.459144
8.4,56,727.518158
12.0,55,727.579564
11.75,55,727.637424
-6.75,17,727.656385
-4.35,51,727.708911
10.05,57,727.769724
49.25,61,727.831518
8.4,51,727.882687
12.0,55,727.936667
24.2,68,728.007982
23.7,43,729.262419
25.3,68,729.345207
47.25,70,729.42375
14.55,62,729.497083
18.3,52,729.553728
-5.8,43,729.601475
34.5,30,729.635054
-20.0,20,729.658749
59.05,57,729.723417
21.95,69,729.799757
12.2,55,729.85344
12.0,55,729.910168
48.15,51,729.960723
11.25,55,730.304063
0.4,51,730.360723
11.8,57,730.421465
41.15,51,730.476892
8.65,51,730.53565
27.5,71,730.615531
58.8,57,730.675634
29.1,55,730.739727
21.35,49,730.790285
20.35,69,730.867925
21.05,49,730.92117
12.0,55,730.976382
15.0,68,731.049386
63.8,69,731.125489
38.6,69,731.201921
40.25,56,731.265158
13.9,56,731.322262
5.55,52,731.380113
-20.4,20,731.402362
39.7,64,731.473513
9.15,51,731.525009
24.25,70,731.602936
32.25,65,731.674275
40.0,65,731.740413
85.95,68,731.812462
40.6,69,731.881153
18.65,51,731.930943
0.9,51,731.983902
20.9,71,732.057967
-0.55,43,732.105045
50.35,69,732.179375
22.1,49,732.233413
65.05,62,732.298443
47.0,70,732.371421
33.2,51,732.425947
25.1,54,732.483166
14.5,65,732.833485
42.8,52,732.886505
45.7,68,732.955559
-3.25,49,733.00701
41.4,51,733.064038
2.1,49,733.11806
3.65,26,733.148995
12.0,55,733.210174
2.0,50,733.268535
25.5,65,733.338861
14.3,57,733.399594
25.45,68,733.476997
55.6,69,733.556057
27.9,51,733.610858
40.35,69,733.721566
-5.2,17,733.746199
5.8,52,733.801198
30.5,65,733.870873
44.5,70,733.944239
75.6,69,734.018465
-20.45,20,734.039573
6.6,54,734.097804
25.8,62,734.16806
40.2,70,734.243836
27.9,51,734.299286
9.4,63,734.364776
-3.8,43,734.410549
1.6,49,734.461778
32.25,65,734.529947
-9.05,3,734.534262
21.4,71,734.609614
54.25,30,734.642116
47.65,51,734.695277
27.25,70,734.766419
18.85,50,734.817126
9.65,51,734.868565
58.3,57,734.927731
6.05,52,734.980578
26.3,57,735.332155
24.25,70,735.408632
24.25,70,735.485871
17.85,62,735.553119
-1.05,43,735.599918
30.65,51,735.657402
19.25,65,735.725373
-19.9,20,735.748367
18.5,49,735.799817
34.25,30,735.831184
4.0,51,735.882977
10.5,55,735.938173
47.55,37,735.978122
52.5,70,736.048279
28.8,58,736.109129
29.4,51,736.165465
-4.2,43,736.213984
14.55,62,736.283711
-17.75,26,736.310764
-1.2,49,736.361742
28.15,71,736.43827
26.1,50,736.491898
-5.45,17,736.51179
76.6,70,736.58933
29.5,70,736.659142
30.8,65,736.727713
51.65,69,736.801189
40.0,64,736.86544
23.25,70,736.937394
24.85,49,736.987571
47.9,51,737.04139
27.65,51,737.096343
24.25,65,737.165406
35.3,37,737.235099
29.4,61,737.350027
4.3,52,737.407055
4.3,52,737.461217
27.8,54,737.516269
15.7,38,737.841745
31.55,57,737.899622
19.85,69,737.969966
40.55,77,738.051254
55.6,69,738.124643
18.05,39,738.166477
21.25,50,738.217773
47.85,51,738.27387
63.25,68,738.343151
26.05,62,738.4096
58.2,53,738.470873
14.3,62,738.550013
9.65,63,738.631455
26.45,69,738.71683
7.55,57,738.788151
38.45,69,738.868466
-4.8,38,738.914745
18.6,51,738.973611
13.9,56,739.043216
44.4,68,739.129733
-16.35,27,739.16175
39.45,68,739.247433
38.55,52,739.314106
39.5,56,739.382152
20.25,71,739.473569
18.55,52,739.54193
-19.9,20,739.567603
28.4,61,739.644266
17.45,43,739.699732
37.85,69,739.786095
44.0,70,739.873288
10.8,57,739.940342
106.1,69,740.023788
21.0,52,740.088482
33.85,37,740.134416
27.9,71,740.225579
1.5,50,740.669858
18.55,52,740.738657
5.75,50,740.801396
12.35,15,740.820807
6.75,55,740.885731
88.0,65,740.960993
78.05,57,741.038187
9.05,58,741.109058
42.8,57,741.17893
11.85,55,741.250735
4.55,52,741.31624
1.8,49,741.377743
55.95,69,741.462291
-1.4,49,741.525288
14.9,62,741.602572
19.3,57,741.67204
16.55,22,741.699432
23.2,43,741.752251
-14.6,27,741.786444
28.05,57,741.857478
54.75,69,741.940991
36.75,40,741.989495
56.75,40,742.041935
16.05,37,743.244963
4.7,50,743.297382
1.8,56,743.357089
12.9,56,743.419153
6.8,63,743.484378
-17.0,26,743.512116
50.85,69,743.585473
46.2,68,743.658599
13.0,70,743.733569
6.8,63,743.798123
32.9,61,743.860096
17.7,69,743.931095
3.25,55,743.984746
32.9,51,744.039477
40.85,64,744.104689
27.25,70,744.181483
66.7,65,744.545669
60.5,65,744.616463
40.35,69,744.68964
11.1,70,744.763572
55.35,69,744.833025
49.65,56,744.889413
52.95,69,744.957597
31.2,70,745.028496
6.4,56,745.089979
13.8,57,745.147627
40.85,64,745.218361
27.9,51,745.273736
6.25,50,745.327401
18.75,70,745.401646
-5.45,17,745.421324
80.35,64,745.489944
53.55,52,745.544951
20.85,69,745.622671
27.0,70,745.693969
7.7,49,745.746726
22.0,55,745.802099
12.15,56,745.858579
51.85,70,745.929995
75.85,69,745.995478
-17.4,26,746.023745
4.55,52,746.0767
39.95,68,746.150204
6.4,56,746.207094
19.65,49,746.260679
-0.5,50,746.312758
11.55,57,746.372976
12.45,62,746.438405
13.15,61,746.501351
40.35,69,746.575368
29.4,51,746.630905
31.7,70,746.983391
23.75,70,747.059817
27.65,51,747.118372
63.45,69,747.19222
-20.8,20,747.213426
54.25,30,747.248411
49.85,54,747.306743
43.3,65,747.373593
12.0,55,747.433087
45.25,65,747.502763
37.3,53,747.557355
4.25,56,747.615808
45.55,68,747.685326
55.6,69,747.761183
11.95,15,747.77641
19.6,49,747.826646
11.3,57,747.884086
8.1,49,747.93362
27.95,60,747.992069
18.0,65,748.063798
41.65,51,748.120795
63.25,65,748.191606
65.1,59,748.255468
22.75,51,748.313071
2.45,27,748.343973
45.45,68,748.41725
26.75,50,748.472673
4.25,55,748.531804
45.5,65,748.603602
55.6,69,748.677654
5.6,54,748.734877
19.25,50,748.787407
18.75,70,748.858867
24.8,57,748.917816
2.1,49,748.969262
36.75,70,749.044218
21.8,52,749.390785
-5.05,43,749.439911
25.75,51,749.509053
55.35,69,749.583215
32.5,55,749.641903
42.0,70,749.715739
26.25,65,749.783063
3.55,57,749.847381
7.05,57,749.908232
23.85,70,749.977613
22.55,52,750.035913
18.75,70,750.115224
33.15,58,750.178152
33.9,51,750.232969
4.15,52,750.287698
53.65,51,750.341168
20.05,77,750.419344
-1.45,52,750.476004
3.05,52,750.53221
27.5,70,750.607276
44.9,57,750.668311
33.8,52,750.723816
19.3,68,750.795043
73.95,69,750.866691
-4.55,43,750.910543
14.15,56,750.967911
29.5,70,751.040273
-3.9,26,751.068737
14.55,62,751.131001
29.35,54,751.189688
19.1,49,751.241044
10.25,55,751.301891
55.35,69,751.373094
7.9,56,751.432843
19.55,69,751.509104
43.8,49,751.562068
-9.05,3,751.566445
29.6,54,751.903769
25.5,65,751.970284
-5.55,43,752.015972
30.35,54,752.071154
55.25,55,752.132852
13.4,61,752.195086
3.55,52,752.255206
-3.1,26,752.285099
12.1,54,752.344344
9.75,55,752.402395
16.05,54,752.462174
27.75,70,752.539095
5.4,56,752.599299
3.3,52,752.660637
-25.6,16,752.681311
4.9,56,752.743314
17.35,54,752.796314
10.8,56,752.852965
61.1,70,752.923501
14.95,58,752.983177
6.25,55,753.041577
14.15,61,753.115288
64.25,70,753.192957
-25.6,16,753.212007
25.8,62,753.279676
48.15,51,753.332761
13.65,56,753.393456
-0.9,49,753.446211
15.55,37,753.490408
-0.0,49,753.542868
7.5,56,753.604852
9.2,58,753.665185
86.25,70,753.742571
27.5,71,753.814524
23.45,43,753.857231
14.3,62,753.920157
2.1,49,753.969474
-20.05,20,753.990012
19.35,49,754.038906
-1.35,49,754.435607
-0.05,43,754.491129
14.55,57,754.553629
32.25,61,754.619884
20.45,68,754.692342
7.55,52,754.749539
7.45,49,754.806726
34.15,50,754.856868
10.25,55,754.911513
3.55,52,755.083285
17.35,59,755.152522
45.7,68,755.225062
29.3,51,755.279668
15.55,37,755.318541
24.2,69,755.391421
7.15,56,755.451451
1.85,49,756.501542
24.85,52,756.560801
18.0,70,756.636933
55.85,55,756.698965
31.75,70,756.776859
33.3,52,756.831164
38.9,51,756.882495
45.4,57,756.940992
6.9,56,756.999105
47.75,70,757.072579
28.15,51,757.130989
25.35,52,757.186592
27.5,70,757.261619
38.85,69,757.336326
-9.05,3,757.340342
21.85,49,757.391522
24.0,69,757.462613
6.8,52,757.516983
23.75,55,757.574767
9.15,51,757.628443
33.65,56,757.688078
-9.05,3,757.692668
40.8,62,758.03641
